imdb_id,title,original_title,year,runtime_minutes,genres,average_rating,num_votes,imdb_url
tt11252248,Dog,Dog,2022,101,"Comedy,Drama",6.5,52297,https://www.imdb.com/title/tt11252248
tt0086383,Sudden Impact,Sudden Impact,1983,117,"Action,Crime,Thriller",6.6,52292,https://www.imdb.com/title/tt0086383
tt0091187,Heartbreak Ridge,Heartbreak Ridge,1986,130,"Drama,War",6.8,52292,https://www.imdb.com/title/tt0091187
tt0119807,Nothing to Lose,Nothing to Lose,1997,98,"Action,Adventure,Comedy",6.7,52290,https://www.imdb.com/title/tt0119807
tt4385888,20th Century Women,20th Century Women,2016,119,"Comedy,Drama",7.3,52285,https://www.imdb.com/title/tt4385888
tt0490086,Big Stan,Big Stan,2007,105,"Action,Comedy",6.2,52285,https://www.imdb.com/title/tt0490086
tt27075958,Fountain of Youth,Fountain of Youth,2025,125,"Action,Adventure,Fantasy",5.7,52259,https://www.imdb.com/title/tt27075958
tt2737050,"Two Days, One Night","Deux jours, une nuit",2014,95,Drama,7.3,52252,https://www.imdb.com/title/tt2737050
tt1270761,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99,"Fantasy,Horror,Thriller",5.5,52236,https://www.imdb.com/title/tt1270761
tt1321860,The Beaver,The Beaver,2011,91,Drama,6.6,52214,https://www.imdb.com/title/tt1321860
tt21103218,The Lost Bus,The Lost Bus,2025,130,"Biography,Drama,History",6.8,52202,https://www.imdb.com/title/tt21103218
tt0364385,Ju-on: The Grudge,Ju-on,2002,92,Horror,6.7,52149,https://www.imdb.com/title/tt0364385
tt5571734,Pink,Pink,2016,136,"Crime,Drama,Thriller",8.0,52139,https://www.imdb.com/title/tt5571734
tt1480656,Cosmopolis,Cosmopolis,2012,109,"Crime,Drama,Mystery",5.1,52136,https://www.imdb.com/title/tt1480656
tt0238936,Devdas,Devdas,2002,185,"Drama,Musical,Romance",7.6,52085,https://www.imdb.com/title/tt0238936
tt27989067,Lust Stories 2,Lust Stories 2,2023,132,"Drama,Romance",5.7,52080,https://www.imdb.com/title/tt27989067
tt0094336,Withnail and I,Withnail & I,1987,107,"Comedy,Drama",7.5,52052,https://www.imdb.com/title/tt0094336
tt7533152,The Boy Who Harnessed the Wind,The Boy Who Harnessed the Wind,2019,113,"Biography,Drama,History",7.6,52049,https://www.imdb.com/title/tt7533152
tt0280486,Bad Company,Bad Company,2002,116,"Action,Comedy,Thriller",5.6,52032,https://www.imdb.com/title/tt0280486
tt0299930,Gigli,Gigli,2003,121,"Comedy,Crime,Romance",2.7,52032,https://www.imdb.com/title/tt0299930
tt26342662,M3GAN 2.0,M3GAN 2.0,2025,120,"Action,Sci-Fi,Thriller",6.0,52031,https://www.imdb.com/title/tt26342662
tt0097474,Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers,1989,96,"Horror,Thriller",4.9,51975,https://www.imdb.com/title/tt0097474
tt0091777,Police Academy 3: Back in Training,Police Academy 3: Back in Training,1986,83,Comedy,5.4,51909,https://www.imdb.com/title/tt0091777
tt1213648,London Boulevard,London Boulevard,2010,103,"Crime,Drama",6.2,51886,https://www.imdb.com/title/tt1213648
tt5397194,Anon,Anon,2018,100,"Crime,Mystery,Sci-Fi",6.1,51882,https://www.imdb.com/title/tt5397194
tt15501640,Drishyam 2,Drishyam 2,2022,140,"Crime,Drama,Mystery",8.2,51858,https://www.imdb.com/title/tt15501640
tt0112453,Balto,Balto,1995,78,"Adventure,Animation,Drama",7.1,51850,https://www.imdb.com/title/tt0112453
tt1562871,Ra.One,Ra.One,2011,156,"Action,Sci-Fi,Thriller",5.0,51841,https://www.imdb.com/title/tt1562871
tt0455857,When a Stranger Calls,When a Stranger Calls,2006,87,"Horror,Thriller",5.1,51817,https://www.imdb.com/title/tt0455857
tt0097027,Casualties of War,Casualties of War,1989,113,"Action,Crime,Drama",7.1,51770,https://www.imdb.com/title/tt0097027
tt2333804,The Zero Theorem,The Zero Theorem,2013,107,"Comedy,Drama,Fantasy",6.0,51734,https://www.imdb.com/title/tt2333804
tt0838232,The Pink Panther 2,The Pink Panther 2,2009,92,"Action,Adventure,Comedy",5.6,51730,https://www.imdb.com/title/tt0838232
tt0090060,St. Elmo's Fire,St. Elmo's Fire,1985,108,"Drama,Romance",6.4,51699,https://www.imdb.com/title/tt0090060
tt2991224,Tangerines,Mandariinid,2013,87,"Drama,War",8.1,51683,https://www.imdb.com/title/tt2991224
tt5962210,Ingrid Goes West,Ingrid Goes West,2017,98,"Comedy,Drama,Horror",6.6,51668,https://www.imdb.com/title/tt5962210
tt0257756,High Crimes,High Crimes,2002,115,"Crime,Drama,Mystery",6.4,51623,https://www.imdb.com/title/tt0257756
tt0111512,Drunken Master II,Jui kuen II,1994,102,"Action,Comedy",7.5,51622,https://www.imdb.com/title/tt0111512
tt0297884,Far from Heaven,Far from Heaven,2002,107,"Drama,Romance",7.3,51592,https://www.imdb.com/title/tt0297884
tt9900782,Kaithi,Kaithi,2019,145,"Action,Crime,Thriller",8.4,51565,https://www.imdb.com/title/tt9900782
tt0117407,Pusher,Pusher,1996,110,"Crime,Thriller",7.3,51546,https://www.imdb.com/title/tt0117407
tt3165612,Sleeping with Other People,Sleeping with Other People,2015,101,"Comedy,Drama,Romance",6.5,51515,https://www.imdb.com/title/tt3165612
tt0117765,Striptease,Striptease,1996,115,"Comedy,Crime,Drama",4.6,51497,https://www.imdb.com/title/tt0117765
tt1175491,W.,W.,2008,129,"Biography,Comedy,Drama",6.3,51482,https://www.imdb.com/title/tt1175491
tt27028399,Murder Mubarak,Murder Mubarak,2024,140,"Comedy,Horror,Mystery",5.8,51477,https://www.imdb.com/title/tt27028399
tt2567712,Starred Up,Starred Up,2013,106,"Crime,Drama,Thriller",7.3,51468,https://www.imdb.com/title/tt2567712
tt0117589,Secrets & Lies,Secrets & Lies,1996,136,"Comedy,Drama",8.0,51420,https://www.imdb.com/title/tt0117589
tt5774450,Summer of 84,Summer of 84,2018,105,"Crime,Drama,Horror",6.7,51406,https://www.imdb.com/title/tt5774450
tt0416044,Mongol: The Rise of Genghis Khan,Mongol,2007,126,"Action,Biography,Drama",7.2,51399,https://www.imdb.com/title/tt0416044
tt0092610,Bad Taste,Bad Taste,1987,91,"Comedy,Horror,Sci-Fi",6.5,51374,https://www.imdb.com/title/tt0092610
tt0324133,Swimming Pool,Swimming Pool,2003,102,"Crime,Drama,Mystery",6.7,51370,https://www.imdb.com/title/tt0324133
tt14577874,It's What's Inside,It's What's Inside,2024,103,"Comedy,Mystery,Sci-Fi",6.6,51332,https://www.imdb.com/title/tt14577874
tt6857376,Palmer,Palmer,2021,110,Drama,7.3,51319,https://www.imdb.com/title/tt6857376
tt0805647,The Witches,The Witches,2020,106,"Adventure,Family,Fantasy",5.4,51305,https://www.imdb.com/title/tt0805647
tt0278435,Enough,Enough,2002,115,"Crime,Drama,Thriller",5.8,51304,https://www.imdb.com/title/tt0278435
tt0105046,Of Mice and Men,Of Mice and Men,1992,115,"Drama,Western",7.4,51290,https://www.imdb.com/title/tt0105046
tt0179116,But I'm a Cheerleader,But I'm a Cheerleader,1999,85,"Comedy,Drama,Romance",6.9,51288,https://www.imdb.com/title/tt0179116
tt2076220,Holy Motors,Holy Motors,2012,115,"Drama,Fantasy",7.0,51268,https://www.imdb.com/title/tt2076220
tt0082186,Clash of the Titans,Clash of the Titans,1981,118,"Action,Adventure,Fantasy",6.9,51266,https://www.imdb.com/title/tt0082186
tt3361792,Tolkien,Tolkien,2019,112,"Biography,Drama,Romance",6.8,51248,https://www.imdb.com/title/tt3361792
tt0385726,Glory Road,Glory Road,2006,118,"Biography,Drama,Sport",7.2,51232,https://www.imdb.com/title/tt0385726
tt0103956,Child's Play 3,Child's Play 3,1991,90,"Horror,Thriller",5.2,51193,https://www.imdb.com/title/tt0103956
tt0473308,Waitress,Waitress,2007,108,"Comedy,Drama,Romance",7.0,51193,https://www.imdb.com/title/tt0473308
tt0266465,A Man Apart,A Man Apart,2003,109,"Action,Crime,Drama",6.0,51164,https://www.imdb.com/title/tt0266465
tt0100477,The Rescuers Down Under,The Rescuers Down Under,1990,77,"Adventure,Animation,Comedy",6.8,51163,https://www.imdb.com/title/tt0100477
tt0233142,3000 Miles to Graceland,3000 Miles to Graceland,2001,125,"Action,Comedy,Crime",6.0,51115,https://www.imdb.com/title/tt0233142
tt0486583,Fred Claus,Fred Claus,2007,116,"Comedy,Family,Fantasy",5.7,51075,https://www.imdb.com/title/tt0486583
tt0848557,Diary of the Dead,Diary of the Dead,2007,95,"Fantasy,Horror,Sci-Fi",5.5,51075,https://www.imdb.com/title/tt0848557
tt0100050,Look Who's Talking Too,Look Who's Talking Too,1990,81,"Comedy,Family,Romance",4.7,51070,https://www.imdb.com/title/tt0100050
tt0124198,Very Bad Things,Very Bad Things,1998,100,"Comedy,Crime,Thriller",6.3,51065,https://www.imdb.com/title/tt0124198
tt0332375,Saved!,Saved!,2004,92,"Comedy,Drama",6.7,51049,https://www.imdb.com/title/tt0332375
tt0110527,Miracle on 34th Street,Miracle on 34th Street,1994,114,"Drama,Family,Fantasy",6.7,50966,https://www.imdb.com/title/tt0110527
tt1172991,The Company Men,The Company Men,2010,104,Drama,6.7,50927,https://www.imdb.com/title/tt1172991
tt0455499,Garfield: A Tail of Two Kitties,Garfield: A Tail of Two Kitties,2006,82,"Adventure,Comedy,Family",5.0,50916,https://www.imdb.com/title/tt0455499
tt0117247,One Fine Day,One Fine Day,1996,108,"Comedy,Drama,Romance",6.5,50881,https://www.imdb.com/title/tt0117247
tt14993250,Rocky Aur Rani Kii Prem Kahaani,Rocky Aur Rani Kii Prem Kahaani,2023,168,"Comedy,Drama,Family",6.5,50863,https://www.imdb.com/title/tt14993250
tt3513500,Chip 'n Dale: Rescue Rangers,Chip 'n Dale: Rescue Rangers,2022,97,"Action,Adventure,Animation",6.9,50859,https://www.imdb.com/title/tt3513500
tt1053810,The Big Year,The Big Year,2011,100,Comedy,6.2,50846,https://www.imdb.com/title/tt1053810
tt1402488,Happy Feet Two,Happy Feet Two,2011,100,"Adventure,Animation,Comedy",5.8,50844,https://www.imdb.com/title/tt1402488
tt0099141,Bird on a Wire,Bird on a Wire,1990,110,"Action,Comedy,Crime",6.0,50842,https://www.imdb.com/title/tt0099141
tt0240468,Kung Pow: Enter the Fist,Kung Pow: Enter the Fist,2002,81,"Action,Comedy",6.2,50792,https://www.imdb.com/title/tt0240468
tt0309377,Blood Work,Blood Work,2002,110,"Action,Crime,Drama",6.4,50737,https://www.imdb.com/title/tt0309377
tt0096787,All Dogs Go to Heaven,All Dogs Go to Heaven,1989,84,"Adventure,Animation,Comedy",6.8,50679,https://www.imdb.com/title/tt0096787
tt10280296,Sardar Udham,Sardar Udham,2021,164,"Crime,Drama,History",8.3,50664,https://www.imdb.com/title/tt10280296
tt0140888,Central Station,Central do Brasil,1998,110,Drama,8.0,50661,https://www.imdb.com/title/tt0140888
tt2702724,The Boss,The Boss,2016,99,Comedy,5.4,50645,https://www.imdb.com/title/tt2702724
tt10298840,Strange World,Strange World,2022,102,"Action,Adventure,Animation",5.7,50601,https://www.imdb.com/title/tt10298840
tt0084855,The Verdict,The Verdict,1982,129,Drama,7.7,50592,https://www.imdb.com/title/tt0084855
tt2017020,The Smurfs 2,The Smurfs 2,2013,105,"Adventure,Animation,Comedy",5.3,50585,https://www.imdb.com/title/tt2017020
tt14142060,Rental Family,Rental Family,2025,109,"Comedy,Drama",7.6,50582,https://www.imdb.com/title/tt14142060
tt9619798,The Wrong Missy,The Wrong Missy,2020,90,"Comedy,Romance",5.8,50575,https://www.imdb.com/title/tt9619798
tt0283509,No Man's Land,No Man's Land,2001,98,"Comedy,Drama,War",7.9,50571,https://www.imdb.com/title/tt0283509
tt12921446,The Exorcist: Believer,The Exorcist: Believer,2023,111,Horror,4.8,50562,https://www.imdb.com/title/tt12921446
tt0118954,Deconstructing Harry,Deconstructing Harry,1997,96,Comedy,7.3,50554,https://www.imdb.com/title/tt0118954
tt0095675,Women on the Verge of a Nervous Breakdown,"Mujeres al borde de un ataque de ""nervios""",1988,88,"Comedy,Drama",7.5,50551,https://www.imdb.com/title/tt0095675
tt1640459,Hobo with a Shotgun,Hobo with a Shotgun,2011,86,"Action,Adventure,Comedy",6.1,50521,https://www.imdb.com/title/tt1640459
tt0102034,Highlander II: The Quickening,Highlander II: The Quickening,1991,91,"Action,Adventure,Drama",4.2,50462,https://www.imdb.com/title/tt0102034
tt12749596,Host,Host,2020,57,"Horror,Mystery",6.5,50391,https://www.imdb.com/title/tt12749596
tt2235695,Rebecca,Rebecca,2020,123,"Drama,Mystery,Romance",6.1,50381,https://www.imdb.com/title/tt2235695
tt0425637,Red Cliff,Chi bi,2008,148,"Action,Adventure,Drama",7.3,50369,https://www.imdb.com/title/tt0425637
tt4481514,The House,The House,2017,88,"Comedy,Crime",5.6,50339,https://www.imdb.com/title/tt4481514
tt10155932,Cinderella,Cinderella,2021,112,"Comedy,Family,Fantasy",4.4,50318,https://www.imdb.com/title/tt10155932
tt1920849,Bachelorette,Bachelorette,2012,87,"Comedy,Romance",5.3,50310,https://www.imdb.com/title/tt1920849
tt0107969,Rising Sun,Rising Sun,1993,129,"Action,Crime,Drama",6.3,50293,https://www.imdb.com/title/tt0107969
tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105,"Comedy,Drama,Family",6.6,50278,https://www.imdb.com/title/tt1462769
tt11304740,Wish,Wish,2023,95,"Adventure,Animation,Comedy",5.5,50263,https://www.imdb.com/title/tt11304740
tt7431594,Race 3,Race 3,2018,160,"Action,Thriller",1.9,50255,https://www.imdb.com/title/tt7431594
tt1216491,Kill the Messenger,Kill the Messenger,2014,112,"Biography,Crime,Drama",6.9,50222,https://www.imdb.com/title/tt1216491
tt0138510,Idle Hands,Idle Hands,1999,92,"Comedy,Fantasy,Horror",6.3,50193,https://www.imdb.com/title/tt0138510
tt0808399,"New York, I Love You","New York, I Love You",2008,103,"Comedy,Drama,Romance",6.2,50132,https://www.imdb.com/title/tt0808399
tt1470023,MacGruber,MacGruber,2010,90,"Action,Comedy",5.6,50129,https://www.imdb.com/title/tt1470023
tt5525650,The Goat Life,The Goat Life,2024,173,"Adventure,Drama",7.1,50124,https://www.imdb.com/title/tt5525650
tt1695843,Haunted Mansion,Haunted Mansion,2023,123,"Comedy,Drama,Family",6.0,50094,https://www.imdb.com/title/tt1695843
tt5886440,Marrowbone,Marrowbone,2017,110,"Drama,Horror,Mystery",6.7,50029,https://www.imdb.com/title/tt5886440
tt3205376,Slow West,Slow West,2015,84,"Adventure,Drama,Romance",6.9,50018,https://www.imdb.com/title/tt3205376
tt0190641,Pokémon: The First Movie - Mewtwo Strikes Back,Gekijôban Poketto Monsutâ: Myûtsû no Gyakushû,1998,96,"Action,Adventure,Animation",6.4,50000,https://www.imdb.com/title/tt0190641
tt6803046,The Vast of Night,The Vast of Night,2019,91,"Drama,Mystery,Sci-Fi",6.7,50000,https://www.imdb.com/title/tt6803046
tt0093886,Roxanne,Roxanne,1987,107,"Comedy,Romance",6.6,50000,https://www.imdb.com/title/tt0093886
tt0279113,The Good Girl,The Good Girl,2002,93,"Drama,Romance",6.4,49960,https://www.imdb.com/title/tt0279113
tt0242527,The Hole,The Hole,2001,102,"Drama,Mystery,Thriller",6.2,49959,https://www.imdb.com/title/tt0242527
tt2402101,Dark Places,Dark Places,2015,113,"Crime,Drama,Mystery",6.2,49946,https://www.imdb.com/title/tt2402101
tt0108122,Short Cuts,Short Cuts,1993,188,"Comedy,Drama",7.6,49913,https://www.imdb.com/title/tt0108122
tt0413895,Charlotte's Web,Charlotte's Web,2006,97,"Adventure,Comedy,Family",6.3,49900,https://www.imdb.com/title/tt0413895
tt0084649,The Secret of NIMH,The Secret of NIMH,1982,82,"Adventure,Animation,Drama",7.5,49890,https://www.imdb.com/title/tt0084649
tt0332047,Fever Pitch,Fever Pitch,2005,104,"Comedy,Drama,Romance",6.3,49874,https://www.imdb.com/title/tt0332047
tt0240462,Dr. Dolittle 2,Dr. Dolittle 2,2001,87,"Comedy,Family,Fantasy",4.8,49870,https://www.imdb.com/title/tt0240462
tt1620680,A Wrinkle in Time,A Wrinkle in Time,2018,109,"Adventure,Drama,Family",4.3,49866,https://www.imdb.com/title/tt1620680
tt1639426,Udaan,Udaan,2010,134,Drama,8.1,49847,https://www.imdb.com/title/tt1639426
tt0491175,Suburbicon,Suburbicon,2017,105,"Comedy,Crime,Drama",5.8,49846,https://www.imdb.com/title/tt0491175
tt1788391,Kill List,Kill List,2011,95,"Crime,Drama,Horror",6.3,49837,https://www.imdb.com/title/tt1788391
tt1437358,Sleep Tight,Mientras duermes,2011,102,"Crime,Drama,Thriller",7.2,49835,https://www.imdb.com/title/tt1437358
tt4815122,Time Trap,Time Trap,2017,87,"Action,Adventure,Mystery",6.2,49833,https://www.imdb.com/title/tt4815122
tt1999995,Would You Rather,Would You Rather,2012,93,"Horror,Thriller",5.7,49806,https://www.imdb.com/title/tt1999995
tt0107507,Manhattan Murder Mystery,Manhattan Murder Mystery,1993,104,"Comedy,Mystery",7.3,49787,https://www.imdb.com/title/tt0107507
tt0424880,Candy,Candy,2006,108,"Drama,Romance",7.2,49782,https://www.imdb.com/title/tt0424880
tt2980210,A Hologram for the King,A Hologram for the King,2016,98,"Comedy,Drama,Romance",6.1,49762,https://www.imdb.com/title/tt2980210
tt0892255,Che: Part One,Che: Part One,2008,134,"Biography,Drama,History",7.1,49760,https://www.imdb.com/title/tt0892255
tt0087597,The Last Starfighter,The Last Starfighter,1984,100,"Action,Adventure,Sci-Fi",6.7,49760,https://www.imdb.com/title/tt0087597
tt3721936,American Honey,American Honey,2016,163,"Adventure,Drama,Romance",7.0,49753,https://www.imdb.com/title/tt3721936
tt3387648,The Taking of Deborah Logan,The Taking,2014,90,"Fantasy,Horror,Mystery",6.0,49741,https://www.imdb.com/title/tt3387648
tt4520364,Morgan,Morgan,2016,92,"Action,Horror,Sci-Fi",5.9,49728,https://www.imdb.com/title/tt4520364
tt5797184,Escape from Pretoria,Escape from Pretoria,2020,106,"Action,Biography,Crime",6.8,49679,https://www.imdb.com/title/tt5797184
tt1273678,The Spy Next Door,The Spy Next Door,2010,94,"Action,Comedy,Family",5.5,49620,https://www.imdb.com/title/tt1273678
tt0450405,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,2009,109,"Action,Adventure,Fantasy",5.8,49608,https://www.imdb.com/title/tt0450405
tt0097770,Lock Up,Lock Up,1989,109,"Action,Crime,Drama",6.4,49605,https://www.imdb.com/title/tt0097770
tt2638144,Ben-Hur,Ben-Hur,2016,123,"Action,Adventure,Drama",5.7,49596,https://www.imdb.com/title/tt2638144
tt0322589,Honey,Honey,2003,94,"Drama,Music,Romance",5.4,49594,https://www.imdb.com/title/tt0322589
tt0093605,Near Dark,Near Dark,1987,94,Horror,6.9,49586,https://www.imdb.com/title/tt0093605
tt0113326,Rumble in the Bronx,Hung fan kui,1995,87,"Action,Comedy,Crime",6.8,49557,https://www.imdb.com/title/tt0113326
tt7740510,Antlers,Antlers,2021,99,"Drama,Horror,Mystery",5.9,49551,https://www.imdb.com/title/tt7740510
tt1620981,The Addams Family,The Addams Family,2019,86,"Animation,Comedy,Family",5.9,49544,https://www.imdb.com/title/tt1620981
tt3797868,The Choice,The Choice,2016,111,"Drama,Romance",6.5,49540,https://www.imdb.com/title/tt3797868
tt0871426,Baby Mama,Baby Mama,2008,99,"Comedy,Romance",6.0,49504,https://www.imdb.com/title/tt0871426
tt0108238,Striking Distance,Striking Distance,1993,102,"Action,Crime,Mystery",5.9,49493,https://www.imdb.com/title/tt0108238
tt0780622,Teeth,Teeth,2007,94,"Comedy,Fantasy,Horror",5.4,49487,https://www.imdb.com/title/tt0780622
tt0376968,The Return,Vozvrashchenie,2003,110,Drama,7.9,49480,https://www.imdb.com/title/tt0376968
tt9288822,The Wonder,The Wonder,2022,108,"Drama,Mystery,Thriller",6.6,49473,https://www.imdb.com/title/tt9288822
tt0089173,Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,1985,92,"Horror,Mystery,Thriller",4.8,49451,https://www.imdb.com/title/tt0089173
tt1772250,The Hidden Face,La cara oculta,2011,97,"Drama,Mystery,Thriller",7.3,49446,https://www.imdb.com/title/tt1772250
tt0104437,"Honey, I Blew Up the Kid","Honey, I Blew Up the Kid",1992,89,"Adventure,Comedy,Family",4.9,49430,https://www.imdb.com/title/tt0104437
tt5867314,The Empty Man,The Empty Man,2020,137,"Drama,Horror,Mystery",6.2,49415,https://www.imdb.com/title/tt5867314
tt1647668,Million Dollar Arm,Million Dollar Arm,2014,124,"Biography,Drama,Family",7.0,49376,https://www.imdb.com/title/tt1647668
tt0114287,Rob Roy,Rob Roy,1995,139,"Adventure,Biography,Drama",6.9,49344,https://www.imdb.com/title/tt0114287
tt1160996,The Colony,The Colony,2013,95,"Action,Horror,Sci-Fi",5.3,49341,https://www.imdb.com/title/tt1160996
tt1214962,Seeking Justice,Seeking Justice,2011,105,"Action,Drama,Mystery",6.1,49329,https://www.imdb.com/title/tt1214962
tt11198810,She Said,She Said,2022,129,"Crime,Drama,History",7.3,49323,https://www.imdb.com/title/tt11198810
tt6476140,Serenity,Serenity,2019,106,"Drama,Mystery,Thriller",5.4,49321,https://www.imdb.com/title/tt6476140
tt0457419,Mr. Magorium's Wonder Emporium,Mr. Magorium's Wonder Emporium,2007,93,"Comedy,Family,Fantasy",6.2,49306,https://www.imdb.com/title/tt0457419
tt0421729,Big Momma's House 2,Big Momma's House 2,2006,99,"Comedy,Crime",4.8,49301,https://www.imdb.com/title/tt0421729
tt0083190,Thief,Thief,1981,123,"Action,Crime,Drama",7.4,49279,https://www.imdb.com/title/tt0083190
tt2318092,Endless Love,Endless Love,2014,104,"Drama,Mystery,Romance",6.2,49250,https://www.imdb.com/title/tt2318092
tt1730768,The Zookeeper's Wife,The Zookeeper's Wife,2017,127,"Biography,Drama,History",7.0,49217,https://www.imdb.com/title/tt1730768
tt4435072,Liger,Liger,2022,140,"Action,Drama,Romance",2.6,49212,https://www.imdb.com/title/tt4435072
tt0107034,The Good Son,The Good Son,1993,87,"Drama,Thriller",6.4,49189,https://www.imdb.com/title/tt0107034
tt1895315,Brimstone,Brimstone,2016,148,"Drama,Thriller,Western",7.0,49178,https://www.imdb.com/title/tt1895315
tt28102562,Thamma,Thamma,2025,150,"Comedy,Horror,Thriller",5.8,49172,https://www.imdb.com/title/tt28102562
tt3841424,Land of Mine,Under sandet,2015,100,"Drama,History,War",7.8,49170,https://www.imdb.com/title/tt3841424
tt6781982,Night School,Night School,2018,111,Comedy,5.6,49162,https://www.imdb.com/title/tt6781982
tt0094761,The Blob,The Blob,1988,95,"Horror,Sci-Fi,Thriller",6.7,49156,https://www.imdb.com/title/tt0094761
tt3097204,The Inbetweeners 2,The Inbetweeners 2,2014,96,Comedy,6.4,49131,https://www.imdb.com/title/tt3097204
tt1114677,Hannah Montana: The Movie,Hannah Montana: The Movie,2009,102,"Comedy,Drama,Family",4.8,49105,https://www.imdb.com/title/tt1114677
tt6902332,The Marksman,The Marksman,2021,108,"Action,Drama,Thriller",5.7,49030,https://www.imdb.com/title/tt6902332
tt0100258,Night of the Living Dead,Night of the Living Dead,1990,92,Horror,6.8,49021,https://www.imdb.com/title/tt0100258
tt0110167,It Could Happen to You,It Could Happen to You,1994,101,"Comedy,Drama,Romance",6.4,48961,https://www.imdb.com/title/tt0110167
tt5649108,Thoroughbreds,Thoroughbreds,2017,92,"Comedy,Crime,Drama",6.6,48958,https://www.imdb.com/title/tt5649108
tt15789472,Nowhere,Nowhere,2023,109,"Drama,Thriller",6.3,48955,https://www.imdb.com/title/tt15789472
tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81,"Comedy,Drama,Family",6.2,48937,https://www.imdb.com/title/tt1698641
tt1286126,A.R.O.G,A.R.O.G,2008,127,"Comedy,Sci-Fi",7.4,48925,https://www.imdb.com/title/tt1286126
tt0112896,Dracula: Dead and Loving It,Dracula: Dead and Loving It,1995,90,"Comedy,Fantasy,Horror",5.9,48866,https://www.imdb.com/title/tt0112896
tt0084522,Porky's,Porky's,1981,94,Comedy,6.2,48853,https://www.imdb.com/title/tt0084522
tt1881002,Maggie,Maggie,2015,95,"Drama,Horror,Sci-Fi",5.6,48840,https://www.imdb.com/title/tt1881002
tt1182350,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,2010,98,"Comedy,Drama,Romance",6.3,48817,https://www.imdb.com/title/tt1182350
tt4537896,White Boy Rick,White Boy Rick,2018,111,"Crime,Drama",6.5,48813,https://www.imdb.com/title/tt4537896
tt11235772,The Voyeurs,The Voyeurs,2021,116,"Drama,Mystery,Romance",6.1,48808,https://www.imdb.com/title/tt11235772
tt0306685,Cradle 2 the Grave,Cradle 2 the Grave,2003,101,"Action,Crime,Drama",5.8,48806,https://www.imdb.com/title/tt0306685
tt0295721,Taxi 3,Taxi 3,2003,84,"Action,Comedy,Crime",5.8,48727,https://www.imdb.com/title/tt0295721
tt17076046,Weird: The Al Yankovic Story,Weird: The Al Yankovic Story,2022,108,"Action,Biography,Comedy",6.8,48711,https://www.imdb.com/title/tt17076046
tt3401882,Fist Fight,Fist Fight,2017,91,Comedy,5.6,48703,https://www.imdb.com/title/tt3401882
tt2918436,The Lazarus Effect,The Lazarus Effect,2015,83,"Horror,Mystery,Sci-Fi",5.2,48692,https://www.imdb.com/title/tt2918436
tt0107653,Naked,Naked,1993,131,"Comedy,Drama",7.6,48690,https://www.imdb.com/title/tt0107653
tt0104187,Encino Man,Encino Man,1992,88,Comedy,5.9,48681,https://www.imdb.com/title/tt0104187
tt10451914,Outside the Wire,Outside the Wire,2021,114,"Action,Adventure,Fantasy",5.4,48677,https://www.imdb.com/title/tt10451914
tt10327252,The Forever Purge,The Forever Purge,2021,103,"Action,Crime,Drama",5.4,48637,https://www.imdb.com/title/tt10327252
tt2450186,V/H/S/2,V/H/S/2,2013,96,"Horror,Thriller",6.0,48633,https://www.imdb.com/title/tt2450186
tt1531901,Byzantium,Byzantium,2012,118,"Drama,Fantasy,Horror",6.5,48628,https://www.imdb.com/title/tt1531901
tt1421051,Somewhere,Somewhere,2010,97,"Comedy,Drama,Romance",6.3,48626,https://www.imdb.com/title/tt1421051
tt0093756,Police Academy 4: Citizens on Patrol,Police Academy 4: Citizens on Patrol,1987,88,"Comedy,Crime",5.0,48621,https://www.imdb.com/title/tt0093756
tt0098273,Sea of Love,Sea of Love,1989,113,"Crime,Drama,Mystery",6.8,48619,https://www.imdb.com/title/tt0098273
tt1787988,Talaash: The Answer Lies Within,Talaash,2012,140,"Crime,Drama,Mystery",7.3,48575,https://www.imdb.com/title/tt1787988
tt0813547,The Counterfeiters,Die Fälscher,2007,99,"Crime,Drama,History",7.5,48570,https://www.imdb.com/title/tt0813547
tt1478839,The Art of Racing in the Rain,The Art of Racing in the Rain,2019,109,"Comedy,Drama,Romance",7.6,48540,https://www.imdb.com/title/tt1478839
tt0093507,Masters of the Universe,Masters of the Universe,1987,106,"Action,Adventure,Fantasy",5.4,48466,https://www.imdb.com/title/tt0093507
tt0369226,Alone in the Dark,Alone in the Dark,2005,96,"Action,Horror,Sci-Fi",2.4,48457,https://www.imdb.com/title/tt0369226
tt0099939,King of New York,King of New York,1990,103,"Crime,Thriller",6.9,48445,https://www.imdb.com/title/tt0099939
tt27047903,Scream 7,Scream 7,2026,114,"Horror,Mystery",5.5,48429,https://www.imdb.com/title/tt27047903
tt10121392,Thunder Force,Thunder Force,2021,106,"Action,Adventure,Comedy",4.6,48415,https://www.imdb.com/title/tt10121392
